.,English
EventTravelEventRoad11A.text,<b>Road - Wrong turn:</b>\n\n<i>You find a way back onto the road.</i>\n\nNo effect.
EventTravelEventRoad11A.button1,{qst:ContinueButton}
EventTravelEventRoad11B.text,<b>Road - Wrong turn:</b>\n\n<i>Surprisingly it turns out that you found a shortcut.</i>\n\nYou skip the next Travel Event.
EventTravelEventRoad11B.button1,{qst:ContinueButton}
EventTravelEventRoad12.text,"<b>Road - Mysterious Herald:</b>\n\n<i>As you make your way towards your destination, you are approached by a mysterious herald. ""Tread carefully, heroes,"" the cloaked strangers says. ""There are minions of evil everywhere! A terrible plot is afoot, just nearby, and it must be stopped! Hurry!""</i>\n\nYour morale increases by {var:EventTravelEventRoad12Morale}."
EventTravelEventRoad12.button1,{qst:ContinueButton}
EventTravelEventRoad15.text,<b>Road - Discarded Scroll:</b>\n\n<i>You come across a discarded scroll.</i>\n\nThe heroes choose a mage. He places one of his hero tokens besides the map. He may discard this after rolling defense dice to add a number of {shield} to his result equal to his {knowledge}.
EventTravelEventRoad15.button1,{qst:ContinueButton}
EventTravelEventRoad17.text,<b>Road - Lost Messenger:</b>\n\n<i>A lost messenger is selling secrets.</i>\n\nThe heroes may choose to spend {var:EventTravelEventRoad17GoldNeeded} gold (if available) to learn some of the Overlord's secrets.
EventTravelEventRoad17.button1,No
EventTravelEventRoad17.button2,Yes
EventTravelEventRoad17A.text,<b>Road - Lost Messenger:</b>\n\n<i>You do not respond to the shady offer.</i>\n\nNo Effect.
EventTravelEventRoad17A.button1,{qst:ContinueButton}
EventTravelEventRoad17B.text,<b>Road - Lost Messenger:</b>\n\n<i>You learn about some of the Overlord's plans, for a price.</i>\n\nYou will be able to avoid some of the Overlord's reinforcements.
EventTravelEventRoad17B.button1,{qst:ContinueButton}
EventTravelEventRoad17C.text,<b>Road - Lost Messenger:</b>\n\n<i>You do not have the required gold.</i>\n\nNo Effect.
EventTravelEventRoad17C.button1,{qst:ContinueButton}
EventTravelEventRoad20.text,<b>Road - Tall Tree:</b>\n\n<i>A tall tree offers a scouting vantage.</i>\n\nHero players choose one hero to suffer {var:EventTravelEventRoad20Fatigue} {fatigue} and test {awareness}. Did he pass?
EventTravelEventRoad20.button1,No
EventTravelEventRoad20.button2,Yes
EventTravelEventRoad20A.text,<b>Road - Tall Tree:</b>\n\n<i>You do not manage to reach the treetop.</i>\n\nNo effect.
EventTravelEventRoad20A.button1,{qst:ContinueButton}
EventTravelEventRoad20B.text,<b>Road - Tall Tree:</b>\n\n<i>You get a clear view from the top of the tree.</i>\n\nYou will be able to avoid some of the Overlord's reinforcements.
EventTravelEventRoad20B.button1,{qst:ContinueButton}
EventTravelEventRoad22.text,<b>Road - Shady Traveler:</b>\n\n<i>A shady traveler offers you directions, for a price.</i>\n\nThe heroes may choose to spend {var:EventTravelEventRoad22Gold} gold (if available). Do you want to pay the fee?
EventTravelEventRoad22.button1,No
EventTravelEventRoad22.button2,Yes
EventTravelEventRoad22A.text,<b>Road - Shady Traveler:</b>\n\n<i>You do not respond to the shady offer.</i>\n\nNo effect.
EventTravelEventRoad22A.button1,{qst:ContinueButton}
EventTravelEventRoad22B.text,<b>Road - Shady Traveler:</b>\n\n<i>You pay the usurer and he indeed provides you with a shortcut to your destination.</i>\n\nYou skip the next Travel Event.
EventTravelEventRoad22B.button1,{qst:ContinueButton}
EventTravelEventRoad22C.text,<b>Road - Shady Traveler:</b>\n\n<i>You do not have the required gold.</i>\n\nNo effect.
EventTravelEventRoad22C.button1,{qst:ContinueButton}
EventTravelEventRoad24.text,<b>Road - Lone Knight:</b>\n\n<i>A lone knight in shining silver armor blocks your path, bellowing a challenge to your strongest warrior.</i>\n\nDo you accept the challenge?
EventTravelEventRoad24.button1,No
EventTravelEventRoad24.button2,Yes
EventTravelEventRoad24A.text,<b>Road - Lone Knight:</b>\n\n<i>The knight seems disappointed but lets you pass unharmed.</i>\n\nNo effect.
EventTravelEventRoad24A.button1,{qst:ContinueButton}
EventTravelEventRoad24B.text,<b>Road - Lone Knight:</b>\n\n<i>The knight seems pleased and prepares for the duel.</i>\n\nThe knight wields the weapon {c:QItemTravelReward24ActI}. One hero performs an attack with a Melee weapon against a gray defense die. This hero is also targeted by an attack from the weapon {c:QItemTravelReward24ActI}, using his normal defense pool. Did the hero deal more {heart} than the knight?
EventTravelEventRoad24B.button1,No
EventTravelEventRoad24B.button2,Yes
EventTravelEventRoad24C.text,<b>Road - Lone Knight:</b>\n\n<i>The knight seems pleased and prepares for the duel.</i>\n\nThe knight wields the weapon {c:QItemTravelReward24ActII}. One hero performs an attack with a Melee weapon against a gray defense die. This hero is also targeted by an attack from the weapon {c:QItemTravelReward24ActII}, using his normal defense pool. Did the hero deal more {heart} than the knight?
EventTravelEventRoad24C.button1,No
EventTravelEventRoad24C.button2,Yes
EventTravelEventRoad24D.text,<b>Road - Lone Knight:</b>\n\n<i>After a short fight you surrender to the knight.</i>\n\nThe hero who fought against the knight suffers the {heart} dealt by the attack.
EventTravelEventRoad24D.button1,{qst:ContinueButton}
EventTravelEventRoad24E.text,<b>Road - Lone Knight:</b>\n\n<i>After a short fight you surrender to the knight.</i>\n\nThe hero who fought against the knight suffers the {heart} dealt by the attack.
EventTravelEventRoad24E.button1,{qst:ContinueButton}
EventTravelEventRoad24F.text,<b>Road - Lone Knight:</b>\n\n<i>You fight for several minutes, until the knight surrenders. He admires your strength and offers you his weapon as a token of his respect.</i>\n\nThe hero who fought against the knight suffers the {heart} dealt by the attack. You receive the knight's weapon.
EventTravelEventRoad24F.button1,{qst:ContinueButton}
EventTravelEventRoad26.text,<b>Road - Tree Inscribed With Inspiring Words:</b>\n\n<i>A large tree in your path is inscribed with inspiring words.</i>\n\nEach hero applies +{var:EventTravelEventRoad26AttributesAdd} to each of his attributes until the end of this Travel phase.
EventTravelEventRoad26.button1,{qst:ContinueButton}
EventTravelEventRoad27.text,<b>Road - TURN BACK:</b>\n\n<i>TURN BACK is scrawled in blood on an ancient road marker.</i>\n\nEach hero tests {will}. Did {var:EventTravelEventRoad27Heroes} or more heroes fail?
EventTravelEventRoad27.button1,No
EventTravelEventRoad27.button2,Yes
EventTravelEventRoad27A.text,<b>Road - TURN BACK:</b>\n\n<i>You ignore the words, as they are clearly there to hinder you.</i>\n\nNo Effect.
EventTravelEventRoad27A.button1,{qst:ContinueButton}
EventTravelEventRoad27B.text,<b>Road - TURN BACK:</b>\n\n<i>You heed the warning, but this means you need to take a detour.</i>\n\nYou will have another random travel event.
EventTravelEventRoad27B.button1,{qst:ContinueButton}
EventTravelEventRoad28MoB.text,<b>Road - Ancient Graveyard:</b>\n\n<i>You stumble across an ancient graveyard. The statue of a hooded figure towers over the crumbling tombstones. In the statue's hands, a black crystal emanates a foreboding glow.</i>\n\nDo the heroes want to harvest the power of the crystal?
EventTravelEventRoad28MoB.button1,No
EventTravelEventRoad28MoB.button2,Yes
EventTravelEventRoad28MoBA.text,<b>Road - Ancient Graveyard:</b>\n\n<i>You do not risk to touch the dark crystal.</i>\n\nNo effect.
EventTravelEventRoad28MoBA.button1,{qst:ContinueButton}
EventTravelEventRoad28MoBB.text,<b>Road - Ancient Graveyard:</b>\n\n<i>You touch the dark crystal...</i>\n\nEach hero tests {knowledge}. Each hero who fails is Terrified or Diseased. If all heroes pass, place a hero token from the hero with the highest {knowledge} besides the map. During his turn, that hero may discard this token. If he does, each hero may remove one condition.
EventTravelEventRoad28MoBB.button1,{qst:ContinueButton}
EventTravelEventRoad29MoB.text,"<b>Road - The Remains of a Wagon:</b>\n\n<i>You find the remains of a wagon. A chest with a bizarre lock sits unopened among the wreckage. A voice whispers in your mind, ""By ogre and wraith, unleash that which waits.""</i>\n\nDo the heroes want to open the chest?"
EventTravelEventRoad29MoB.button1,No
EventTravelEventRoad29MoB.button2,Yes
EventTravelEventRoad29MoBA.text,<b>Road - The Remains of a Wagon:</b>\n\n<i>You leave the chest unopened.</i>\n\nNo effect.
EventTravelEventRoad29MoBA.button1,{qst:ContinueButton}
EventTravelEventRoad29MoBB.text,<b>Road - The Remains of a Wagon:</b>\n\n<i>You try to open the chest.</i>\n\nThe heroes choose one heroes to test both {might} and {will} to open the chest. Did both heroes pass both tests?
EventTravelEventRoad29MoBB.button1,No
EventTravelEventRoad29MoBB.button2,Yes
EventTravelEventRoad29MoBC.text,<b>Road - The Remains of a Wagon:</b>\n\n<i>You fail to open the chest, but something has been set free...</i>\n\nEach hero who fails his {might} test is Stunned. Each hero who fails his {will} test is Terrified.
EventTravelEventRoad29MoBC.button1,{qst:ContinueButton}
EventTravelEventRoad29MoBD.text,<b>Road - The Remains of a Wagon:</b>\n\n<i>You manage to open the chest find an item.</i>\n\nYou found the item {c:QItemTravelReward29}.
EventTravelEventRoad29MoBD.button1,{qst:ContinueButton}
EventTravelEventRoad30.text,<b>Road - Battalion of Enemy Soldiers:</b>\n\n<i>You scurry off the road as a battalion of enemy soldiers marches into view. You press yourselves against the talus, desperate not to be seen.</i>\n\nEach hero tests {awareness}. For each hero who fails, each hero suffers {var:EventTravelEventRoad30Fatigue} {fatigue}.
EventTravelEventRoad30.button1,{qst:ContinueButton}
EventTravelEventRoad31.text,<b>Road - Twelve Roads Cross Your Path:</b>\n\n<i>Twelve roads cross your path</i>\n\nOne hero tests {knowledge} or {awareness}. Did he pass?
EventTravelEventRoad31.button1,Yes
EventTravelEventRoad31.button2,No
EventTravelEventRoad31A.text,<b>Road - Twelve Roads Cross Your Path:</b>\n\n<i>You find the right path.</i>\n\nNo effect.
EventTravelEventRoad31A.button1,{qst:ContinueButton}
EventTravelEventRoad31B.text,<b>Road - Twelve Roads Cross Your Path:</b>\n\n<i>You are absolutely lost.</i>\n\nYou will have 3 additional random travel events.
EventTravelEventRoad31B.button1,{qst:ContinueButton}
EventTravelEventPlains1.text,<b>Plains - Moss covered Standing Stones:</b>\n\n<i>You come across a collection of mosscovered standing stones.</i>\n\nEach hero tests {will} and suffers {var:EventTravelEventPlains1Fatigue} {fatigue} if he fails. If all heroes pass, each hero draws one Search Card.
EventTravelEventPlains1.button1,{qst:ContinueButton}
EventTravelEventPlains2.text,<b>Plains - Band of Refugees:</b>\n\n<i>You come across a band of refugees.</i>\n\nDo you want to stop and help them?
EventTravelEventPlains2.button1,No
EventTravelEventPlains2.button2,Yes
EventTravelEventPlains2A.text,<b>Plains - Band of Refugees:</b>\n\n<i>You refuse to help them.</i>\n\nEach hero suffers {var:EventTravelEventPlains2AHeart} {heart}.
EventTravelEventPlains2A.button1,{qst:ContinueButton}
EventTravelEventPlains2B.text,<b>Plains - Band of Refugees:</b>\n\n<i>You stop and help the refugees.</i>\n\nThe Overlord's reinforcements will arrive sooner.
EventTravelEventPlains2B.button1,{qst:ContinueButton}
EventTravelEventPlains3.text,<b>Plains - Smoke Smudging the Horizon:</b>\n\n<i>You see smoke smudging the horizon in the distance.</i>\n\nYour morale decreases by {var:EventTravelEventPlains3Morale}.
EventTravelEventPlains3.button1,{qst:ContinueButton}
EventTravelEventPlains4.text,<b>Plains - Lawless Brigands:</b>\n\n<i>Lawless brigands accost you.</i>\n\nHero players choose one hero to test {might} to scare them off. If he fails, each hero suffers {var:EventTravelEventPlains4Heart} {heart} in the battle.
EventTravelEventPlains4.button1,{qst:ContinueButton}
EventTravelEventPlains8.text,<b>Plains - Burning Farm:</b>\n\n<i>You find a farm already burning and stop to give the farmers a proper burial.</i>\n\nThe Overlord's reinforcements will arrive sooner.
EventTravelEventPlains8.button1,{qst:ContinueButton}
EventTravelEventPlains10.text,<b>Plains - Tree with Golden Apples:</b>\n\n<i>You pause briefly in an orchard, which you discover has a tree with golden apples.</i>\n\nHero players choose one hero to test {will}. If he passes, draw one Search Card.
EventTravelEventPlains10.button1,{qst:ContinueButton}
EventTravelEventPlains11.text,<b>Plains - Winged Minions:</b>\n\n<i>Winged minions of the overlord descend to assault you from above.</i>\n\nOne hero tests {awareness}. if he fails, each hero suffers {var:EventTravelEventPlains11Heart} {heart} and {var:EventTravelEventPlains11Fatigue} {fatigue}.
EventTravelEventPlains11.button1,{qst:ContinueButton}
EventTravelEventPlains12.text,"<b>Plains - Mysterious Herald:</b>\n\n<i>As you make your way towards your destination, you are approached by a mysterious herald. ""Tread carefully, heroes,"" the cloaked strangers says. ""There are minions of evil everywhere! A terrible plot is afoot, just nearby, and it must be stopped! Come!""</i>\n\nYour morale increases by {var:EventTravelEventPlains12Morale}."
EventTravelEventPlains12.button1,{qst:ContinueButton}
EventTravelEventPlains13.text,<b>Plains - The Enemy's Scouts:</b>\n\n<i>You encounter the enemy's scouts.</i>\n\nThe hero with the highest {awareness} must either suffer {var:EventTravelEventPlains13Heart} {heart} or suffer {var:EventTravelEventPlains13Fatigue} {fatigue}.
EventTravelEventPlains13.button1,Suffer {var:EventTravelEventPlains13Fatigue} {fatigue}
EventTravelEventPlains13.button2,Suffer {var:EventTravelEventPlains13Heart} {heart}
EventTravelEventPlains13A.text,<b>Plains - The Enemy's Scouts:</b>\n\n<i>You manage to skillfully distract the enemies without being caught.</i>\n\nNo effect.
EventTravelEventPlains13A.button1,{qst:ContinueButton}
EventTravelEventPlains13B.text,<b>Plains - The Enemy's Scouts:</b>\n\n<i>You hunt down one of the scouts and defeat him in battle.</i>\n\nYou will be able to avoid some of the Overlord's reinforcements.
EventTravelEventPlains13B.button1,{qst:ContinueButton}
EventTravelEventPlains14.text,<b>Plains - Wandering Mystic:</b>\n\n<i>A wandering mystic blesses you.</i>\n\nThe heroes choose a healer. He places one of his hero tokens besides the map. He may discard this token when reviving a hero. The revived hero recovers all {heart}.
EventTravelEventPlains14.button1,{qst:ContinueButton}
EventTravelEventPlains15.text,<b>Plains - Traveling Healer:</b>\n\n<i>A traveling healer offers you a mysterious method of healing.</i>\n\nThe heroes choose one hero to suffer {var:EventTravelEventPlains15Heart} {heart}. Another hero of their choice recovers all {heart} and discards all of his Condition cards.
EventTravelEventPlains15.button1,{qst:ContinueButton}
EventTravelEventPlains16.text,<b>Plains - Ambush:</b>\n\n<i>You sense an ambush.</i>\n\nThe heroes may choose up to {var:EventTravelEventPlains16Heroes} different heroes to suffer {var:EventTravelEventPlains16Heart} {heart} each. After setup, they can choose one monster to suffer the same amount of {heart}.
EventTravelEventPlains16.button1,{qst:ContinueButton}
EventTravelEventPlains19.text,<b>Plains - Cloaked Traveller:</b>\n\n<i>A cloaked traveller offers a warning.</i>\n\nThe heroes may choose to suffer {var:EventTravelEventPlains19Heart} {heart} each to avoid some of the overlords troops. Do they want to do this?
EventTravelEventPlains19.button1,No
EventTravelEventPlains19.button2,Yes
EventTravelEventPlains19A.text,<b>Plains - Cloaked Traveller:</b>\n\n<i>You send the man away.</i>\n\nNo effect.
EventTravelEventPlains19A.button1,{qst:ContinueButton}
EventTravelEventPlains19B.text,<b>Plains - Cloaked Traveller:</b>\n\n<i>You listen to the terrible stories of the cloaked man.</i>\n\nYou will be able to avoid some of the Overlord's reinforcements.
EventTravelEventPlains19B.button1,{qst:ContinueButton}
EventTravelEventPlains21LoR.text,<b>Plains - Barren Field:</b>\n\n<i>As you cross through a barren field with no sign of life, your party is assailed by unseen dark energy.</i>\n\nEach hero tests {will}. Each hero who fails is Cursed.
EventTravelEventPlains21LoR.button1,{qst:ContinueButton}
EventTravelEventPlains22.text,"<b>Plains - Vicious Thunderstorm:</b>\n\n<i>A vicious thunderstorm hinders your progress.</i>\n\nEach hero suffers {var:EventTravelEventPlains22Fatigue} {fatigue}. Then you will have another ""Plains"" travel event."
EventTravelEventPlains22.button1,{qst:ContinueButton}
EventTravelEventPlains24.text,<b>Plains - Lone Knight:</b>\n\n<i>A lone knight in shining silver armor blocks your path, bellowing a challenge to your strongest warrior.</i>\n\nDo you accept the challenge?
EventTravelEventPlains24.button1,No
EventTravelEventPlains24.button2,Yes
EventTravelEventPlains24A.text,<b>Plains - Lone Knight:</b>\n\n<i>The knight seems disappointed but lets you pass unharmed.</i>\n\nNo effect.
EventTravelEventPlains24A.button1,{qst:ContinueButton}
EventTravelEventPlains24B.text,<b>Plains - Lone Knight:</b>\n\n<i>The knight seems pleased and prepares for the duel.</i>\n\nThe knight wields the weapon {c:QItemTravelReward24ActI}. One hero performs an attack with a Melee weapon against a gray defense die. This hero is also targeted by an attack from the weapon {c:QItemTravelReward24ActI}, using his normal defense pool. Did the hero deal more {heart} than the knight?
EventTravelEventPlains24B.button1,No
EventTravelEventPlains24B.button2,Yes
EventTravelEventPlains24C.text,<b>Plains - Lone Knight:</b>\n\n<i>The knight seems pleased and prepares for the duel.</i>\n\nThe knight wields the weapon {c:QItemTravelReward24ActII}. One hero performs an attack with a Melee weapon against a gray defense die. This hero is also targeted by an attack from the weapon {c:QItemTravelReward24ActII}, using his normal defense pool. Did the hero deal more {heart} than the knight?
EventTravelEventPlains24C.button1,No
EventTravelEventPlains24C.button2,Yes
EventTravelEventPlains24D.text,<b>Plains - Lone Knight:</b>\n\n<i>After a short fight you surrender to the knight.</i>\n\nThe hero who fought against the knight suffers the {heart} dealt by the attack.
EventTravelEventPlains24D.button1,{qst:ContinueButton}
EventTravelEventPlains24E.text,<b>Plains - Lone Knight:</b>\n\n<i>After a short fight you surrender to the knight.</i>\n\nThe hero who fought against the knight suffers the {heart} dealt by the attack.
EventTravelEventPlains24E.button1,{qst:ContinueButton}
EventTravelEventPlains24F.text,<b>Plains - Lone Knight:</b>\n\n<i>You fight for several minutes, until the knight surrenders. He admires your strength and offers you his weapon as a token of his respect.</i>\n\nThe hero who fought against the knight suffers the {heart} dealt by the attack. You receive the knight's weapon.
EventTravelEventPlains24F.button1,{qst:ContinueButton}
EventTravelEventPlains25MoB.text,<b>Plains - Wild Witch:</b>\n\n<i>A wild witch offers a boon.</i>\n\nThe heroes chose 1 hero to be Terrified. At the end of that hero's first turn, each monster adjacent to that hero is Terrified.
EventTravelEventPlains25MoB.button1,{qst:ContinueButton}
EventTravelEventPlains28MoB.text,<b>Plains - Ancient Graveyard:</b>\n\n<i>You stumble across an ancient graveyard. The statue of a hooded figure towers over the crumbling tombstones. In the statue's hands, a black crystal emanates a foreboding glow.</i>\n\nDo the heroes want to harvest the power of the crystal?
EventTravelEventPlains28MoB.button1,No
EventTravelEventPlains28MoB.button2,Yes
EventTravelEventPlains28MoBA.text,<b>Plains - Ancient Graveyard:</b>\n\n<i>You do not risk to touch the dark crystal.</i>\n\nNo effect.
EventTravelEventPlains28MoBA.button1,{qst:ContinueButton}
EventTravelEventPlains28MoBB.text,<b>Plains - Ancient Graveyard:</b>\n\n<i>You touch the dark crystal...</i>\n\nEach hero tests {knowledge}. Each hero who fails is Terrified or Diseased. If all heroes pass, place a hero token from the hero with the highest {knowledge} besides the map. During his turn, that hero may discard this token. If he does, each hero may discard one condition.
EventTravelEventPlains28MoBB.button1,{qst:ContinueButton}
EventTravelEventPlains29MoB.text,"<b>Plains - The Remains of a Wagon:</b>\n\n<i>You find the remains of a wagon. A chest with a bizarre lock sits unopened among the wreckage. A voice whispers in your mind, ""By ogre and wraith, unleash that which waits.""</i>\n\nDo the heroes want to open the chest?"
EventTravelEventPlains29MoB.button1,No
EventTravelEventPlains29MoB.button2,Yes
EventTravelEventPlains29MoBA.text,<b>Plains - The Remains of a Wagon:</b>\n\n<i>You leave the chest unopened.</i>\n\nNo effect.
EventTravelEventPlains29MoBA.button1,{qst:ContinueButton}
EventTravelEventPlains29MoBB.text,<b>Plains - The Remains of a Wagon:</b>\n\n<i>You try to open the chest.</i>\n\nThe heroes choose {var:EventTravelEventPlains29MoBBHeroes} heroes to test both {might} and {will} to open the chest. Did both heroes pass both tests?
EventTravelEventPlains29MoBB.button1,No
EventTravelEventPlains29MoBB.button2,Yes
EventTravelEventPlains29MoBC.text,<b>Plains - The Remains of a Wagon:</b>\n\n<i>You fail to open the chest, but something has been set free...</i>\n\nEach hero who fails his {might} test is Stunned. Each hero who fails his {will} test is Terrified.
EventTravelEventPlains29MoBC.button1,{qst:ContinueButton}
EventTravelEventPlains29MoBD.text,<b>Plains - The Remains of a Wagon:</b>\n\n<i>You manage to open the chest find an item.</i>\n\nYou found the item {c:QItemTravelReward29}.
EventTravelEventPlains29MoBD.button1,{qst:ContinueButton}
